event_index,group,is_drifted,profile,session_id,user_id
108,A,0,buyer,sess_20,user_19
109,A,0,buyer,sess_20,user_19
110,A,0,buyer,sess_20,user_19
111,A,0,buyer,sess_20,user_19
112,A,0,buyer,sess_20,user_19
113,A,0,buyer,sess_20,user_19
114,A,0,buyer,sess_20,user_19
115,A,0,buyer,sess_20,user_19
116,A,0,buyer,sess_20,user_19
117,A,0,buyer,sess_20,user_19
118,A,0,buyer,sess_20,user_19
119,A,0,buyer,sess_20,user_19
120,C,0,browser,sess_21,user_82
121,C,0,browser,sess_21,user_82
122,A,0,browser,sess_22,user_21
123,B,0,browser,sess_23,user_59
124,C,0,hunter,sess_24,user_101
125,C,0,hunter,sess_24,user_101
126,C,0,hunter,sess_24,user_101
127,A,0,hunter,sess_25,user_4
128,A,0,hunter,sess_25,user_4
129,A,0,hunter,sess_25,user_4
130,A,0,hunter,sess_25,user_4
131,A,0,hunter,sess_25,user_4
132,C,0,browser,sess_26,user_82
133,C,0,browser,sess_26,user_82
134,C,0,buyer,sess_27,user_69
135,C,0,buyer,sess_27,user_69
136,C,0,buyer,sess_27,user_69
137,C,0,buyer,sess_27,user_69
138,C,0,buyer,sess_27,user_69
139,C,0,buyer,sess_27,user_69
140,C,0,buyer,sess_28,user_81
141,C,0,buyer,sess_28,user_81
142,C,0,buyer,sess_28,user_81
143,C,0,buyer,sess_28,user_81
144,C,0,buyer,sess_28,user_81
145,C,0,buyer,sess_28,user_81
146,C,0,hunter,sess_29,user_76
147,C,0,hunter,sess_29,user_76
148,C,0,hunter,sess_29,user_76
149,C,0,hunter,sess_29,user_76
150,C,0,hunter,sess_29,user_76
151,C,0,hunter,sess_29,user_76
152,C,0,hunter,sess_30,user_76
153,C,0,hunter,sess_30,user_76
154,C,0,hunter,sess_30,user_76
155,C,0,hunter,sess_30,user_76
156,C,0,hunter,sess_30,user_76
157,C,0,hunter,sess_30,user_76
158,C,0,hunter,sess_30,user_76
159,C,0,hunter,sess_30,user_76
160,B,0,buyer,sess_31,user_58
161,B,0,buyer,sess_31,user_58
162,B,0,buyer,sess_31,user_58
163,B,0,buyer,sess_31,user_58
164,B,0,buyer,sess_31,user_58
165,B,0,buyer,sess_31,user_58
166,B,0,hunter,sess_32,user_38
167,B,0,hunter,sess_32,user_38
168,B,0,hunter,sess_32,user_38
169,B,0,hunter,sess_32,user_38
170,C,0,browser,sess_33,user_91
171,C,0,browser,sess_33,user_91
172,C,0,hunter,sess_34,user_101
173,C,0,hunter,sess_34,user_101
174,C,0,hunter,sess_34,user_101
175,C,0,hunter,sess_34,user_101
176,C,0,hunter,sess_34,user_101
177,C,0,hunter,sess_34,user_101
178,A,0,buyer,sess_35,user_16
179,A,0,buyer,sess_35,user_16
180,A,0,buyer,sess_35,user_16
181,A,0,buyer,sess_35,user_16
182,A,0,buyer,sess_35,user_16
183,C,0,browser,sess_36,user_91
184,C,0,browser,sess_36,user_91
185,C,0,browser,sess_36,user_91
186,A,0,buyer,sess_37,user_12
187,A,0,buyer,sess_37,user_12
188,A,0,buyer,sess_37,user_12
189,A,0,buyer,sess_37,user_12
190,A,0,buyer,sess_37,user_12
191,A,0,buyer,sess_37,user_12
192,A,0,buyer,sess_37,user_12
193,B,0,browser,sess_38,user_49
194,B,0,browser,sess_38,user_49
195,B,0,browser,sess_38,user_49
196,B,0,browser,sess_38,user_49
197,B,0,browser,sess_38,user_49
198,B,0,browser,sess_38,user_49
199,B,0,browser,sess_39,user_55
200,B,0,buyer,sess_40,user_47
201,B,0,buyer,sess_40,user_47
202,B,0,buyer,sess_40,user_47
203,B,0,buyer,sess_40,user_47
204,B,0,buyer,sess_40,user_47
205,B,0,buyer,sess_40,user_47
206,B,0,buyer,sess_40,user_47
207,B,0,buyer,sess_40,user_47
208,B,0,buyer,sess_40,user_47
209,A,0,browser,sess_41,user_15
210,C,0,buyer,sess_42,user_85
211,C,0,buyer,sess_42,user_85
212,C,0,buyer,sess_42,user_85
213,B,0,browser,sess_43,user_39
214,B,0,browser,sess_43,user_39
215,C,0,browser,sess_44,user_75
216,C,0,browser,sess_44,user_75
217,A,0,browser,sess_45,user_32
218,A,0,browser,sess_45,user_32
219,C,0,browser,sess_46,user_77
220,C,0,browser,sess_46,user_77
221,C,0,browser,sess_46,user_77
222,C,0,browser,sess_46,user_77
223,C,0,browser,sess_47,user_91
224,A,0,buyer,sess_48,user_13
225,A,0,buyer,sess_48,user_13
226,A,0,buyer,sess_48,user_13
227,A,0,buyer,sess_48,user_13
228,A,0,buyer,sess_48,user_13
229,A,0,buyer,sess_48,user_13
230,A,0,buyer,sess_48,user_13
231,A,0,buyer,sess_48,user_13
232,A,0,buyer,sess_48,user_13
233,A,0,buyer,sess_48,user_13
234,A,0,buyer,sess_48,user_13
235,B,0,browser,sess_49,user_50
236,B,0,hunter,sess_50,user_60
237,B,0,hunter,sess_50,user_60
238,B,0,browser,sess_51,user_61
239,A,0,hunter,sess_52,user_4
240,A,0,hunter,sess_52,user_4
241,A,0,hunter,sess_52,user_4
242,A,0,hunter,sess_52,user_4
243,A,0,hunter,sess_53,user_31
244,A,0,hunter,sess_53,user_31
245,A,0,hunter,sess_53,user_31
246,A,0,hunter,sess_53,user_31
247,A,0,hunter,sess_53,user_31
248,A,0,hunter,sess_53,user_31
249,B,0,buyer,sess_54,user_42
250,B,0,buyer,sess_54,user_42
251,C,0,hunter,sess_55,user_98
252,C,0,hunter,sess_55,user_98
253,C,0,hunter,sess_56,user_72
254,B,0,browser,sess_57,user_34
255,B,0,browser,sess_57,user_34
256,B,0,browser,sess_58,user_54
257,B,0,browser,sess_58,user_54
258,C,0,browser,sess_59,user_73
259,C,0,browser,sess_59,user_73
260,C,0,browser,sess_59,user_73
261,C,0,browser,sess_60,user_77
262,C,0,browser,sess_60,user_77
263,C,0,browser,sess_60,user_77
264,C,0,browser,sess_60,user_77
265,C,0,browser,sess_60,user_77
266,A,0,browser,sess_61,user_32
267,A,0,browser,sess_61,user_32
268,C,0,hunter,sess_62,user_98
269,C,0,hunter,sess_62,user_98
270,A,0,browser,sess_63,user_22
271,C,0,hunter,sess_64,user_86
272,C,0,hunter,sess_64,user_86
273,C,0,hunter,sess_64,user_86
274,C,0,hunter,sess_64,user_86
275,C,0,hunter,sess_64,user_86
276,B,0,buyer,sess_65,user_41
277,B,0,buyer,sess_65,user_41
278,B,0,buyer,sess_65,user_41
279,B,0,buyer,sess_65,user_41
280,B,0,buyer,sess_65,user_41
281,B,0,buyer,sess_65,user_41
282,B,0,hunter,sess_66,user_57
283,B,0,hunter,sess_66,user_57
284,B,0,hunter,sess_67,user_38
285,B,0,hunter,sess_67,user_38
286,B,0,hunter,sess_67,user_38
287,B,0,hunter,sess_67,user_38
288,B,0,hunter,sess_67,user_38
289,B,0,buyer,sess_68,user_42
290,B,0,buyer,sess_68,user_42
291,B,0,buyer,sess_68,user_42
292,B,0,buyer,sess_68,user_42
293,B,0,buyer,sess_68,user_42
294,B,0,buyer,sess_68,user_42
295,B,0,buyer,sess_68,user_42
296,B,0,buyer,sess_68,user_42
297,B,0,buyer,sess_69,user_45
298,B,0,buyer,sess_69,user_45
299,B,0,buyer,sess_69,user_45
300,B,0,buyer,sess_69,user_45
301,B,0,buyer,sess_69,user_45
302,B,0,buyer,sess_69,user_45
303,B,0,buyer,sess_69,user_45
304,A,0,hunter,sess_70,user_30
305,A,0,hunter,sess_70,user_30
306,A,0,hunter,sess_70,user_30
307,A,0,hunter,sess_70,user_30
308,A,0,hunter,sess_70,user_30
309,A,0,hunter,sess_70,user_30
310,A,0,hunter,sess_70,user_30
311,A,0,hunter,sess_70,user_30
312,A,0,hunter,sess_70,user_30
313,A,0,hunter,sess_70,user_30
314,A,0,browser,sess_71,user_21
315,A,0,browser,sess_71,user_21
316,C,0,buyer,sess_72,user_79
317,C,0,buyer,sess_72,user_79
318,C,0,buyer,sess_72,user_79
319,C,0,buyer,sess_72,user_79
320,C,0,buyer,sess_72,user_79
321,C,0,buyer,sess_72,user_79
322,C,0,buyer,sess_72,user_79
323,C,0,buyer,sess_72,user_79
324,C,0,buyer,sess_72,user_79
325,C,0,buyer,sess_72,user_79
326,A,0,hunter,sess_73,user_28
327,A,0,hunter,sess_73,user_28
328,A,0,hunter,sess_73,user_28
329,A,0,hunter,sess_73,user_28
330,A,0,hunter,sess_73,user_28
331,A,0,hunter,sess_73,user_28
332,A,0,hunter,sess_73,user_28
333,A,0,hunter,sess_73,user_28
334,A,0,hunter,sess_73,user_28
335,A,0,hunter,sess_73,user_28
336,C,0,buyer,sess_74,user_85
337,C,0,buyer,sess_74,user_85
338,C,0,buyer,sess_74,user_85
339,C,0,buyer,sess_74,user_85
340,C,0,buyer,sess_74,user_85
341,B,0,hunter,sess_75,user_36
342,B,0,hunter,sess_75,user_36
343,B,0,hunter,sess_75,user_36
344,B,0,hunter,sess_75,user_36
345,C,0,browser,sess_76,user_73
346,C,0,browser,sess_76,user_73
347,C,0,browser,sess_76,user_73
348,C,0,browser,sess_77,user_75
349,C,0,browser,sess_77,user_75
350,B,0,hunter,sess_78,user_65
351,B,0,hunter,sess_78,user_65
352,B,0,hunter,sess_78,user_65
353,B,0,hunter,sess_78,user_65
354,B,0,hunter,sess_78,user_65
355,B,0,hunter,sess_78,user_65
356,C,0,buyer,sess_79,user_70
357,C,0,buyer,sess_79,user_70
358,C,0,buyer,sess_79,user_70
359,C,0,buyer,sess_79,user_70
360,C,0,buyer,sess_79,user_70
361,A,0,buyer,sess_80,user_27
362,A,0,buyer,sess_80,user_27
363,A,0,buyer,sess_80,user_27
364,A,0,buyer,sess_80,user_27
365,A,0,buyer,sess_80,user_27
366,A,0,buyer,sess_80,user_27
367,C,0,hunter,sess_81,user_96
368,C,0,hunter,sess_81,user_96
369,C,0,hunter,sess_81,user_96
370,C,0,hunter,sess_81,user_96
371,C,0,hunter,sess_81,user_96
372,C,0,hunter,sess_81,user_96
373,A,0,buyer,sess_82,user_1
374,A,0,buyer,sess_82,user_1
375,A,0,buyer,sess_82,user_1
376,A,0,buyer,sess_82,user_1
377,B,0,browser,sess_83,user_55
378,B,0,browser,sess_83,user_55
379,C,0,browser,sess_84,user_95
380,C,0,browser,sess_84,user_95
381,C,0,browser,sess_84,user_95
382,C,0,browser,sess_84,user_95
383,C,0,browser,sess_84,user_95
384,C,0,hunter,sess_85,user_83
385,C,0,hunter,sess_85,user_83
386,C,0,hunter,sess_85,user_83
387,C,0,hunter,sess_85,user_83
388,C,0,hunter,sess_85,user_83
389,C,0,hunter,sess_85,user_83
390,C,0,hunter,sess_85,user_83
391,A,0,hunter,sess_86,user_30
392,A,0,hunter,sess_86,user_30
393,A,0,hunter,sess_86,user_30
394,A,0,hunter,sess_86,user_30
395,A,0,hunter,sess_86,user_30
396,A,0,hunter,sess_86,user_30
397,B,0,hunter,sess_87,user_57
398,B,0,hunter,sess_87,user_57
399,B,0,hunter,sess_87,user_57
400,B,0,hunter,sess_87,user_57
401,B,0,hunter,sess_87,user_57
402,B,0,hunter,sess_87,user_57
403,B,0,hunter,sess_87,user_57
404,A,0,hunter,sess_88,user_6
405,A,0,hunter,sess_88,user_6
406,C,0,buyer,sess_89,user_78
407,C,0,buyer,sess_89,user_78
408,C,0,buyer,sess_89,user_78
409,C,0,buyer,sess_89,user_78
410,C,0,buyer,sess_89,user_78
411,C,0,browser,sess_90,user_84
412,C,0,browser,sess_90,user_84
413,C,0,buyer,sess_91,user_89
414,C,0,buyer,sess_91,user_89
415,C,0,buyer,sess_91,user_89
416,C,0,buyer,sess_91,user_89
417,C,0,buyer,sess_91,user_89
418,C,0,buyer,sess_91,user_89
419,B,0,browser,sess_92,user_62
420,A,0,browser,sess_93,user_22
421,A,0,browser,sess_93,user_22
422,A,0,browser,sess_93,user_22
423,C,0,buyer,sess_94,user_90
424,C,0,buyer,sess_94,user_90
425,C,0,buyer,sess_94,user_90
426,C,0,buyer,sess_94,user_90
427,C,0,buyer,sess_94,user_90
428,C,0,buyer,sess_94,user_90
429,C,0,browser,sess_95,user_77
430,C,0,hunter,sess_96,user_92
431,C,0,hunter,sess_96,user_92
432,C,0,hunter,sess_96,user_92
433,C,0,hunter,sess_96,user_92
434,C,0,hunter,sess_96,user_92
435,C,0,hunter,sess_96,user_92
436,C,0,hunter,sess_96,user_92
437,C,0,hunter,sess_96,user_92
438,B,0,hunter,sess_97,user_38
439,B,0,hunter,sess_97,user_38
440,B,0,hunter,sess_97,user_38
441,B,0,hunter,sess_97,user_38
442,B,0,hunter,sess_97,user_38
443,B,0,hunter,sess_97,user_38
444,B,0,hunter,sess_97,user_38
445,B,0,hunter,sess_97,user_38
446,B,0,hunter,sess_97,user_38
447,B,0,hunter,sess_97,user_38
448,B,0,hunter,sess_97,user_38
449,B,0,hunter,sess_97,user_38
450,B,0,hunter,sess_97,user_38
451,A,0,buyer,sess_98,user_7
452,A,0,buyer,sess_98,user_7
453,A,0,buyer,sess_98,user_7
454,A,0,buyer,sess_98,user_7
455,A,0,buyer,sess_98,user_7
456,A,0,buyer,sess_98,user_7
457,A,0,buyer,sess_98,user_7
458,A,0,buyer,sess_98,user_7
459,A,0,buyer,sess_98,user_7
460,A,0,buyer,sess_98,user_7
461,C,0,hunter,sess_99,user_83
462,C,0,hunter,sess_99,user_83
463,C,0,hunter,sess_99,user_83
464,C,0,hunter,sess_99,user_83
465,C,0,hunter,sess_99,user_83
466,C,0,hunter,sess_99,user_83
467,C,0,hunter,sess_99,user_83
468,A,0,hunter,sess_100,user_6
469,A,0,hunter,sess_100,user_6
470,A,0,hunter,sess_100,user_6
471,B,0,hunter,sess_101,user_40
472,B,0,hunter,sess_101,user_40
473,B,0,hunter,sess_101,user_40
474,B,0,hunter,sess_101,user_40
475,B,0,hunter,sess_101,user_40
476,B,0,hunter,sess_101,user_40
477,B,0,hunter,sess_101,user_40
478,C,0,browser,sess_102,user_93
479,C,0,hunter,sess_103,user_101
480,A,0,buyer,sess_104,user_13
481,A,0,buyer,sess_104,user_13
482,A,0,buyer,sess_104,user_13
483,A,0,buyer,sess_104,user_13
484,B,0,buyer,sess_105,user_45
485,B,0,buyer,sess_105,user_45
486,B,0,buyer,sess_105,user_45
487,B,0,buyer,sess_105,user_45
488,B,0,buyer,sess_105,user_45
489,B,0,buyer,sess_105,user_45
490,B,0,buyer,sess_105,user_45
491,B,0,buyer,sess_105,user_45
492,B,0,buyer,sess_105,user_45
493,B,0,buyer,sess_105,user_45
494,B,0,browser,sess_106,user_61
495,C,0,buyer,sess_107,user_90
496,C,0,buyer,sess_107,user_90
497,C,0,buyer,sess_107,user_90
498,C,0,buyer,sess_107,user_90
499,C,0,buyer,sess_107,user_90
500,C,0,buyer,sess_107,user_90
501,C,0,buyer,sess_107,user_90
502,C,0,hunter,sess_108,user_83
503,C,0,hunter,sess_108,user_83
504,C,0,hunter,sess_108,user_83
505,C,0,hunter,sess_108,user_83
506,C,0,hunter,sess_108,user_83
507,C,0,hunter,sess_108,user_83
508,C,0,browser,sess_109,user_75
509,B,0,browser,sess_110,user_61
510,B,0,browser,sess_111,user_49
511,B,0,browser,sess_112,user_37
512,C,0,browser,sess_113,user_91
513,C,0,browser,sess_113,user_91
514,C,0,hunter,sess_114,user_71
515,C,0,hunter,sess_114,user_71
516,C,0,hunter,sess_114,user_71
517,C,0,hunter,sess_114,user_71
518,C,0,hunter,sess_114,user_71
519,C,0,hunter,sess_114,user_71
520,C,0,hunter,sess_114,user_71
521,C,0,hunter,sess_114,user_71
522,C,0,hunter,sess_114,user_71
523,C,0,hunter,sess_115,user_71
524,C,0,hunter,sess_115,user_71
525,C,0,hunter,sess_115,user_71
526,A,0,hunter,sess_116,user_20
527,A,0,hunter,sess_116,user_20
528,A,0,hunter,sess_116,user_20
529,A,0,hunter,sess_116,user_20
530,A,0,hunter,sess_116,user_20
531,A,0,buyer,sess_117,user_12
532,A,0,buyer,sess_117,user_12
533,A,0,buyer,sess_117,user_12
534,A,0,buyer,sess_117,user_12
535,A,0,buyer,sess_117,user_12
536,A,0,buyer,sess_117,user_12
537,B,0,browser,sess_118,user_37
538,B,0,hunter,sess_119,user_60
539,C,0,hunter,sess_120,user_86
540,C,0,hunter,sess_120,user_86
541,C,0,hunter,sess_120,user_86
542,C,0,buyer,sess_121,user_85
543,C,0,buyer,sess_121,user_85
544,C,0,buyer,sess_121,user_85
545,C,0,buyer,sess_121,user_85
546,C,0,buyer,sess_121,user_85
547,C,0,buyer,sess_122,user_94
548,C,0,buyer,sess_122,user_94
549,C,0,buyer,sess_122,user_94
550,C,0,buyer,sess_122,user_94
551,C,0,buyer,sess_122,user_94
552,C,0,buyer,sess_122,user_94
553,C,0,buyer,sess_122,user_94
554,A,0,hunter,sess_123,user_20
555,A,0,hunter,sess_123,user_20
556,A,0,hunter,sess_123,user_20
557,A,0,hunter,sess_123,user_20
558,A,0,hunter,sess_123,user_20
559,A,0,hunter,sess_123,user_20
560,A,0,hunter,sess_123,user_20
561,A,0,hunter,sess_123,user_20
562,A,0,hunter,sess_123,user_20
563,A,0,hunter,sess_124,user_31
564,A,0,hunter,sess_124,user_31
565,A,0,hunter,sess_124,user_31
566,B,0,buyer,sess_125,user_52
567,B,0,buyer,sess_125,user_52
568,B,0,buyer,sess_125,user_52
569,B,0,buyer,sess_125,user_52
570,B,0,buyer,sess_125,user_52
571,B,0,hunter,sess_126,user_53
572,B,0,hunter,sess_126,user_53
573,B,0,hunter,sess_126,user_53
574,B,0,hunter,sess_126,user_53
575,B,0,hunter,sess_126,user_53
576,B,0,hunter,sess_126,user_53
577,B,0,hunter,sess_126,user_53
578,B,0,hunter,sess_126,user_53
579,A,0,buyer,sess_127,user_12
580,A,0,buyer,sess_127,user_12
581,A,0,buyer,sess_127,user_12
582,A,0,buyer,sess_127,user_12
583,A,0,buyer,sess_127,user_12
584,A,0,buyer,sess_127,user_12
585,A,0,buyer,sess_127,user_12
586,A,0,buyer,sess_127,user_12
587,B,0,hunter,sess_128,user_36
588,B,0,hunter,sess_128,user_36
589,B,0,hunter,sess_128,user_36
590,B,0,hunter,sess_128,user_36
591,B,0,hunter,sess_128,user_36
592,B,0,hunter,sess_128,user_36
593,B,0,hunter,sess_128,user_36
594,A,0,buyer,sess_129,user_27
595,A,0,buyer,sess_129,user_27
596,A,0,buyer,sess_129,user_27
597,A,0,buyer,sess_129,user_27
598,A,0,buyer,sess_129,user_27
599,A,0,buyer,sess_129,user_27
600,C,0,buyer,sess_130,user_69
601,C,0,buyer,sess_130,user_69
602,C,0,buyer,sess_130,user_69
603,C,0,buyer,sess_130,user_69
604,C,0,buyer,sess_130,user_69
605,C,0,buyer,sess_130,user_69
606,C,0,buyer,sess_130,user_69
607,C,0,buyer,sess_130,user_69
608,C,0,buyer,sess_130,user_69
609,C,0,buyer,sess_130,user_69
610,C,0,buyer,sess_130,user_69
611,B,0,browser,sess_131,user_48
612,C,0,browser,sess_132,user_73
613,C,0,browser,sess_132,user_73
614,B,0,buyer,sess_133,user_66
615,C,0,browser,sess_134,user_95
616,C,0,browser,sess_134,user_95
617,C,0,browser,sess_134,user_95
618,A,0,buyer,sess_135,user_3
619,A,0,buyer,sess_135,user_3
620,A,0,buyer,sess_135,user_3
621,A,0,buyer,sess_135,user_3
622,A,0,buyer,sess_135,user_3
623,A,0,buyer,sess_135,user_3
624,C,0,hunter,sess_136,user_76
625,C,0,hunter,sess_136,user_76
626,C,0,hunter,sess_136,user_76
627,C,0,hunter,sess_136,user_76
628,A,0,hunter,sess_137,user_24
629,A,0,hunter,sess_137,user_24
630,A,0,hunter,sess_137,user_24
631,A,0,hunter,sess_137,user_24
632,A,0,hunter,sess_137,user_24
633,A,0,hunter,sess_137,user_24
634,A,0,hunter,sess_137,user_24
635,A,0,hunter,sess_137,user_24
636,B,0,hunter,sess_138,user_38
637,B,0,hunter,sess_138,user_38
638,B,0,hunter,sess_138,user_38
639,C,0,browser,sess_139,user_87
640,C,0,buyer,sess_140,user_89
641,C,0,buyer,sess_140,user_89
642,C,0,buyer,sess_140,user_89
643,C,0,buyer,sess_140,user_89
644,C,0,buyer,sess_140,user_89
645,C,0,buyer,sess_140,user_89
646,C,0,buyer,sess_140,user_89
647,C,0,buyer,sess_140,user_89
648,C,0,buyer,sess_140,user_89
649,C,0,buyer,sess_140,user_89
650,C,0,buyer,sess_140,user_89
651,C,0,buyer,sess_140,user_89
652,C,0,buyer,sess_140,user_89
653,C,0,buyer,sess_140,user_89
654,C,0,buyer,sess_140,user_89
655,C,0,buyer,sess_140,user_89
656,C,0,buyer,sess_140,user_89
657,C,0,buyer,sess_141,user_69
658,C,0,buyer,sess_141,user_69
659,C,0,buyer,sess_141,user_69
660,C,0,buyer,sess_141,user_69
661,C,0,buyer,sess_141,user_69
662,C,0,buyer,sess_141,user_69
663,C,0,buyer,sess_142,user_88
664,C,0,buyer,sess_142,user_88
665,C,0,buyer,sess_142,user_88
666,C,0,buyer,sess_142,user_88
667,C,0,buyer,sess_142,user_88
668,C,0,buyer,sess_142,user_88
669,C,0,buyer,sess_143,user_70
670,C,0,buyer,sess_143,user_70
671,C,0,buyer,sess_143,user_70
672,C,0,buyer,sess_143,user_70
673,C,0,buyer,sess_143,user_70
674,A,0,browser,sess_144,user_5
675,A,0,hunter,sess_145,user_31
676,B,0,hunter,sess_146,user_60
677,B,0,hunter,sess_146,user_60
678,B,0,hunter,sess_146,user_60
679,B,0,hunter,sess_146,user_60
680,B,0,hunter,sess_146,user_60
681,B,0,hunter,sess_146,user_60
682,B,0,browser,sess_147,user_39
683,B,0,hunter,sess_148,user_38
684,B,0,hunter,sess_148,user_38
685,A,0,browser,sess_149,user_11
686,A,0,browser,sess_149,user_11
687,C,0,hunter,sess_150,user_83
688,C,0,hunter,sess_150,user_83
689,B,0,hunter,sess_151,user_40
690,B,0,hunter,sess_151,user_40
691,B,0,hunter,sess_151,user_40
692,B,0,hunter,sess_151,user_40
693,B,0,hunter,sess_151,user_40
694,B,0,hunter,sess_151,user_40
695,B,0,hunter,sess_151,user_40
696,B,0,hunter,sess_151,user_40
697,B,0,hunter,sess_151,user_40
698,B,0,hunter,sess_151,user_40
699,B,0,hunter,sess_151,user_40
700,B,0,hunter,sess_151,user_40
701,B,0,browser,sess_152,user_37
702,A,0,browser,sess_153,user_14
703,A,0,browser,sess_153,user_14
704,A,0,browser,sess_153,user_14
705,B,0,hunter,sess_154,user_57
706,B,0,hunter,sess_154,user_57
707,B,0,hunter,sess_154,user_57
708,B,0,hunter,sess_154,user_57
709,B,0,hunter,sess_154,user_57
710,B,0,hunter,sess_154,user_57
711,C,0,buyer,sess_155,user_79
712,C,0,buyer,sess_155,user_79
713,C,0,buyer,sess_155,user_79
714,C,0,buyer,sess_155,user_79
715,C,0,buyer,sess_155,user_79
716,C,0,buyer,sess_155,user_79
717,A,0,buyer,sess_156,user_26
718,A,0,buyer,sess_156,user_26
719,A,0,buyer,sess_156,user_26
720,A,0,buyer,sess_156,user_26
721,C,0,buyer,sess_157,user_78
722,C,0,buyer,sess_157,user_78
723,C,0,buyer,sess_157,user_78
724,C,0,buyer,sess_157,user_78
725,C,0,buyer,sess_157,user_78
726,C,0,buyer,sess_157,user_78
727,A,0,buyer,sess_158,user_26
728,A,0,buyer,sess_158,user_26
729,A,0,buyer,sess_158,user_26
730,A,0,buyer,sess_158,user_26
731,A,0,buyer,sess_158,user_26
732,A,0,buyer,sess_159,user_3
733,A,0,buyer,sess_159,user_3
734,A,0,buyer,sess_159,user_3
735,A,0,buyer,sess_159,user_3
736,A,0,buyer,sess_159,user_3
737,A,0,buyer,sess_159,user_3
738,A,0,buyer,sess_159,user_3
739,A,0,buyer,sess_159,user_3
